Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP3836,Well,Contaminated,46.0,22000.0,,,Pay per use,34.0,,"(-19.116684233172833, 26.077481677787254)",Not Functioning
,River,Contaminated,46.0,28000.0,2014.0,USAID,Free,10.0,Solar Pump,"(-19.667312322410275, 26.88958370856824)",Not Functioning
WP3838,Borehole,Contaminated,43.0,24000.0,2000.0,Red Cross,Free,24.0,Motorized Pump,,Not Functioning
WP3839,Well,Contaminated,42.0,21000.0,2016.0,USAID,Pay per use,,Solar Pump,"(-21.180083437196718, 22.123595117664795)",Not Functioning
WP3840,Borehole,Clean,51.0,24000.0,1996.0,USAID,Free,28.0,Motorized Pump,"(-23.003698255118, 23.801840583171302)",Functioning
WP3841,Well,Clean,42.0,25000.0,2016.0,Red Cross,Free,8.0,Solar Pump,"(-22.70204162906402, 20.02798757684909)",
WP3842,,,43.0,16000.0,2007.0,UNICEF,Pay per use,17.0,,,Not Functioning
WP3843,Well,Contaminated,,23000.0,2019.0,Red Cross,Free,5.0,Solar Pump,"(-19.37713492572535, 24.772475082821803)",Not Functioning
,,Contaminated,50.0,26000.0,2009.0,,Free,,Solar Pump,,
WP3845,Lake,,38.0,23000.0,1994.0,World Bank,Pay per use,30.0,Solar Pump,,Not Functioning
WP3846,,Contaminated,37.0,22000.0,1994.0,Red Cross,Pay per use,30.0,Motorized Pump,"(-20.006472784634525, 25.346217851467998)",Functioning
WP3847,,Contaminated,,27000.0,2015.0,Red Cross,Free,9.0,Solar Pump,"(-22.31022472312232, 21.51933465043233)",Not Functioning
WP3848,Well,Contaminated,,28000.0,2004.0,Red Cross,Free,20.0,Solar Pump,"(-23.979414749158757, 21.44381893204244)",Not Functioning
WP3849,Well,Contaminated,,28000.0,2018.0,Oxfam,Pay per use,,Motorized Pump,"(-23.09536449916951, 23.15789267576878)",Not Functioning
WP3850,Well,Contaminated,,26000.0,2012.0,USAID,Free,12.0,Motorized Pump,"(-21.459847476594692, 20.51641581947673)",Functioning
WP3851,Well,Contaminated,40.0,19000.0,2014.0,USAID,Pay per use,,Motorized Pump,"(-20.787916089638788, 24.796526159306147)",Not Functioning
WP3852,Well,Clean,48.0,32000.0,2019.0,Red Cross,Free,,,"(-23.14792103398379, 21.434259748156453)",Not Functioning
WP3853,Well,Contaminated,,22000.0,2014.0,Red Cross,Free,10.0,,"(-19.738357659518297, 24.44224093412072)",Functioning
WP3854,Well,Contaminated,39.0,17000.0,,USAID,,16.0,,"(-19.551806293742846, 26.317566514097276)",Functioning
WP3855,Well,Clean,43.0,29000.0,2008.0,Oxfam,Free,16.0,Motorized Pump,"(-22.508551661001327, 23.856578487744684)",Not Functioning
,Lake,Clean,41.0,24000.0,2007.0,Red Cross,Free,17.0,Solar Pump,"(-17.798445167561674, 27.01262234706963)",Not Functioning
WP3857,,Contaminated,40.0,22000.0,2007.0,USAID,Free,17.0,Motorized Pump,"(-23.73980607082058, 21.192301498603438)",Functioning
,Lake,Contaminated,43.0,27000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,,Not Functioning
WP3859,,Contaminated,33.0,24000.0,1997.0,Red Cross,Free,27.0,Solar Pump,"(-17.560323027886074, 28.898899552677314)",Not Functioning
,,Clean,51.0,21000.0,,USAID,Pay per use,,,"(-20.610000014067154, 21.18944028769491)",Not Functioning
WP3861,,Contaminated,29.0,20000.0,,Red Cross,Free,28.0,Motorized Pump,"(-22.08339034470172, 20.428018610080436)",
WP3862,Well,Contaminated,,24000.0,2001.0,USAID,Free,,Motorized Pump,"(-21.887862121270583, 21.668581349384745)",
WP3863,Well,Contaminated,47.0,27000.0,2017.0,USAID,,,Solar Pump,"(-22.10381669544996, 19.238669013558074)",Not Functioning
,Well,Contaminated,,22000.0,2018.0,Red Cross,,6.0,Motorized Pump,"(-17.882901444038705, 25.0586145730989)",Not Functioning
WP3865,Well,Clean,44.0,23000.0,1997.0,USAID,Free,27.0,,"(-21.87457699336919, 20.85809635135687)",Not Functioning
WP3866,Lake,Contaminated,,21000.0,2019.0,USAID,Pay per use,5.0,Motorized Pump,"(-20.414019918686158, 26.683284790534003)",Not Functioning
WP3867,,Contaminated,34.0,22000.0,2012.0,USAID,Free,12.0,Solar Pump,"(-19.243142204814003, 25.1065803253999)",Not Functioning
WP3868,Well,Contaminated,48.0,24000.0,2019.0,Red Cross,Free,5.0,Motorized Pump,"(-20.60389194592502, 25.958385007859448)",Functioning
WP3869,Lake,,45.0,20000.0,,Oxfam,Pay per use,32.0,Solar Pump,"(-23.46243902569327, 23.70859289673423)",Not Functioning
WP3870,Lake,Clean,42.0,23000.0,2010.0,Red Cross,Free,14.0,Solar Pump,"(-21.29687850689391, 23.554408162288986)",Not Functioning
,Borehole,Contaminated,42.0,25000.0,2012.0,Oxfam,,12.0,Motorized Pump,"(-17.9621808936308, 26.202530166785078)",Functioning
WP3872,Lake,Contaminated,40.0,22000.0,2007.0,Red Cross,Pay per use,17.0,Solar Pump,,Not Functioning
WP3873,,Contaminated,38.0,,2020.0,Oxfam,Free,4.0,,"(-23.52521649514813, 24.587478624833256)",Functioning
WP3874,Well,Clean,55.0,24000.0,,Oxfam,Pay per use,31.0,Motorized Pump,"(-19.187277125507556, 26.440237278525835)",Functioning
WP3875,Lake,Contaminated,30.0,23000.0,1999.0,USAID,Pay per use,25.0,,"(-20.809613063403845, 21.992825041353473)",Not Functioning
WP3876,,Contaminated,,23000.0,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-22.326610838028337, 22.218857462537066)",Not Functioning
WP3877,,Contaminated,,22000.0,2009.0,,Free,15.0,Motorized Pump,"(-22.68282032407684, 20.158526841687074)",Functioning
WP3878,Lake,Contaminated,51.0,22000.0,2013.0,,Free,11.0,Motorized Pump,"(-21.54579020791831, 21.658284083528947)",Not Functioning
WP3879,Well,Contaminated,40.0,23000.0,2000.0,USAID,Free,,Hand Pump,,Not Functioning
WP3880,Lake,Contaminated,33.0,27000.0,2011.0,Red Cross,,13.0,Solar Pump,"(-21.58975296802199, 26.751899656861827)",Not Functioning
WP3881,Lake,Clean,40.0,23000.0,,USAID,Free,4.0,Solar Pump,"(-21.527932702012006, 26.656656157490506)",Not Functioning
,,Clean,34.0,,1998.0,Red Cross,Free,26.0,,"(-21.678301034597983, 24.371994373327304)",Not Functioning
WP3883,Borehole,Clean,47.0,22000.0,2009.0,USAID,Pay per use,,Solar Pump,,Not Functioning
WP3884,Lake,Contaminated,34.0,24000.0,,USAID,Pay per use,7.0,Motorized Pump,"(-22.821650771148462, 20.068960201608355)",Not Functioning
WP3885,Lake,Contaminated,36.0,,1990.0,Red Cross,Free,,Motorized Pump,"(-23.893709444097407, 21.182750646996553)",Not Functioning
,Well,Clean,38.0,25000.0,2005.0,,Free,19.0,Motorized Pump,"(-21.010414650674182, 26.500433589140254)",Not Functioning
WP3887,,Contaminated,44.0,23000.0,2012.0,USAID,,12.0,Motorized Pump,,Functioning
WP3888,,,47.0,,2007.0,Oxfam,Free,17.0,,"(-22.161445653862067, 24.39052662383799)",Functioning
WP3889,Well,Clean,35.0,17000.0,2002.0,USAID,Free,,,"(-21.830506654716633, 21.99749348572727)",Not Functioning
WP3890,Borehole,Contaminated,,22000.0,2012.0,,Free,12.0,Motorized Pump,,Not Functioning
WP3891,Lake,Contaminated,51.0,20000.0,2019.0,USAID,Free,5.0,Motorized Pump,"(-20.907205503148063, 24.448339235419027)",Not Functioning
WP3892,Lake,Contaminated,,28000.0,2006.0,USAID,Free,18.0,Motorized Pump,"(-21.55937187580915, 25.652388598285928)",Not Functioning
WP3893,,Clean,,27000.0,,Red Cross,Pay per use,18.0,Solar Pump,"(-22.479106204844985, 23.927177791800204)",Not Functioning
,River,Contaminated,39.0,19000.0,1997.0,Oxfam,Free,27.0,,"(-23.847041524047714, 20.5060592686857)",Functioning
WP3895,Lake,Contaminated,,21000.0,1998.0,Red Cross,Free,26.0,Solar Pump,"(-17.72801206297845, 24.840658632846942)",Not Functioning
WP3896,Lake,Clean,35.0,31000.0,2001.0,USAID,Pay per use,23.0,,,Not Functioning
WP3897,Lake,Clean,44.0,,2017.0,,,,Motorized Pump,"(-21.89385994891404, 19.166381263484624)",Not Functioning
WP3898,Well,Contaminated,37.0,29000.0,2014.0,Red Cross,Free,10.0,Solar Pump,"(-20.99896945159636, 25.408632226049036)",Not Functioning
WP3899,Well,Contaminated,49.0,23000.0,2016.0,UNICEF,Pay per use,8.0,Solar Pump,,Not Functioning
,Lake,Contaminated,47.0,21000.0,1997.0,Red Cross,,27.0,Motorized Pump,"(-18.220183724267407, 27.718297217852758)",Not Functioning
WP3901,Lake,,38.0,29000.0,2008.0,USAID,Pay per use,16.0,Motorized Pump,"(-19.45173594768781, 25.950633758261464)",Not Functioning
WP3902,Well,Contaminated,42.0,26000.0,2018.0,UNICEF,Free,6.0,Motorized Pump,"(-21.4804790473585, 19.230735550347937)",Functioning
WP3903,Well,Clean,40.0,24000.0,2014.0,Red Cross,Pay per use,10.0,Motorized Pump,"(-19.729734980022595, 25.647745383161755)",Not Functioning
WP3904,River,Contaminated,30.0,22000.0,2010.0,USAID,Free,14.0,Solar Pump,"(-21.314586080770304, 25.5251749183861)",Not Functioning
WP3905,River,Contaminated,36.0,28000.0,2001.0,USAID,Free,23.0,Motorized Pump,"(-20.583525478070857, 21.295836265404876)",Functioning
WP3906,Well,,44.0,25000.0,2005.0,USAID,Free,19.0,Motorized Pump,"(-23.77181978275037, 25.349778916133445)",Not Functioning
,Well,Clean,47.0,24000.0,1992.0,Red Cross,Pay per use,32.0,Motorized Pump,"(-18.354790306001902, 24.847644154277123)",Functioning
WP3908,Well,Clean,38.0,22000.0,1994.0,UNICEF,Pay per use,30.0,Motorized Pump,"(-21.073316435362248, 24.666238954642765)",Not Functioning
WP3909,Borehole,,,23000.0,1999.0,Red Cross,Free,,,"(-23.4463262073541, 27.901398353458102)",Not Functioning
,,Contaminated,40.0,20000.0,2016.0,Red Cross,Free,8.0,Solar Pump,,Not Functioning
WP3911,Well,,49.0,19000.0,2003.0,USAID,Free,21.0,Motorized Pump,"(-20.691719943401907, 23.572160187170486)",Not Functioning
WP3912,River,Contaminated,47.0,25000.0,1999.0,Red Cross,Free,25.0,Solar Pump,"(-23.972875436333943, 26.78936187462044)",
WP3913,Well,Clean,45.0,21000.0,2011.0,USAID,,13.0,Solar Pump,,Not Functioning
WP3914,,,45.0,18000.0,2004.0,Oxfam,Free,20.0,,"(-21.155832958302092, 20.312216681452906)",Functioning
WP3915,Well,Contaminated,44.0,25000.0,2012.0,Red Cross,Free,12.0,Motorized Pump,"(-23.55252604020406, 22.149093679104137)",Not Functioning
WP3916,Well,Clean,51.0,23000.0,,Red Cross,Free,,Solar Pump,"(-19.907471905593763, 23.15605837252933)",Not Functioning
WP3917,Lake,,34.0,24000.0,2018.0,USAID,Free,,Motorized Pump,"(-18.725848515542708, 26.11519647883376)",Not Functioning
WP3918,,Contaminated,38.0,,,Red Cross,Free,12.0,Solar Pump,"(-18.256744204929532, 20.446590841916066)",Not Functioning
WP3919,Lake,,40.0,22000.0,,Red Cross,Pay per use,,Solar Pump,"(-17.760875729977165, 26.593548612152354)",Not Functioning
WP3920,Lake,Clean,,21000.0,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-23.745146211803476, 23.94100344072217)",Not Functioning
WP3921,Well,Contaminated,47.0,23000.0,1999.0,Red Cross,Pay per use,,,"(-19.23286485013912, 24.552972782188274)",Functioning
WP3922,Well,Contaminated,37.0,25000.0,2004.0,Red Cross,,20.0,Motorized Pump,"(-19.774980958308024, 26.341937387372575)",Functioning
WP3923,Well,Contaminated,39.0,17000.0,1997.0,USAID,Free,27.0,Motorized Pump,"(-20.97499537649363, 22.258487269931635)",Functioning
WP3924,Well,Contaminated,34.0,19000.0,2017.0,Red Cross,Free,,Motorized Pump,"(-20.41669720978267, 24.47292903047747)",Functioning
WP3925,Well,Contaminated,33.0,24000.0,2007.0,USAID,Pay per use,17.0,Motorized Pump,"(-21.9675356081418, 19.02676682811934)",Not Functioning
WP3926,Well,Contaminated,35.0,24000.0,1994.0,USAID,Free,,Motorized Pump,"(-21.85645463310184, 26.662565848687446)",Functioning
WP3927,Lake,Clean,,19000.0,1993.0,,,,Motorized Pump,"(-18.49221188950596, 28.059348984103316)",Not Functioning
WP3928,Well,Clean,34.0,,2016.0,Red Cross,Pay per use,8.0,Motorized Pump,,Not Functioning
WP3929,Borehole,Contaminated,39.0,24000.0,2018.0,Red Cross,Pay per use,6.0,Solar Pump,"(-17.744436820596334, 25.339782898818402)",
WP3930,,Contaminated,46.0,24000.0,2015.0,Oxfam,Pay per use,9.0,,"(-21.99783214910617, 19.771309065837087)",Not Functioning
WP3931,Well,,39.0,24000.0,2000.0,Red Cross,Free,24.0,Solar Pump,"(-23.259919260657057, 20.28056647396987)",Not Functioning
WP3932,Well,Contaminated,50.0,21000.0,2017.0,Red Cross,,7.0,Motorized Pump,"(-22.462134892675294, 20.74895014056729)",Not Functioning
WP3933,Well,Contaminated,,24000.0,,USAID,,21.0,Solar Pump,"(-18.824300979542834, 24.246493428020422)",Not Functioning
WP3934,Well,Contaminated,43.0,25000.0,2007.0,UNICEF,Free,17.0,,"(-23.74116989423145, 20.565626990513486)",Not Functioning
WP3935,Well,Contaminated,35.0,26000.0,1992.0,USAID,Free,32.0,Solar Pump,"(-19.925458119019986, 27.29141509381312)",
WP3936,Lake,,31.0,22000.0,2010.0,USAID,Free,14.0,Motorized Pump,"(-22.183014966867702, 19.79307108586594)",Not Functioning
WP3937,,Contaminated,41.0,,2019.0,Oxfam,Free,,Motorized Pump,"(-19.511117552238858, 24.00991199472707)",Not Functioning
,,Contaminated,43.0,24000.0,2020.0,UNICEF,Pay per use,4.0,Motorized Pump,,Functioning
WP3939,River,,,23000.0,2014.0,USAID,Free,10.0,Hand Pump,"(-22.686019647332238, 23.215177693629254)",
WP3940,Well,Contaminated,,28000.0,2017.0,Red Cross,Free,7.0,Solar Pump,,Not Functioning
WP3941,Well,Clean,,23000.0,1993.0,USAID,Free,31.0,Motorized Pump,"(-21.324537689114496, 21.520967891400147)",Not Functioning
WP3942,Lake,Contaminated,45.0,19000.0,2002.0,,,22.0,Motorized Pump,,Not Functioning
WP3943,Lake,Contaminated,33.0,24000.0,2017.0,Red Cross,Free,7.0,Motorized Pump,,Not Functioning
WP3944,Lake,Contaminated,47.0,23000.0,2003.0,Red Cross,Free,21.0,Motorized Pump,"(-19.6982670385744, 27.53350036695926)",Not Functioning
WP3945,River,Contaminated,48.0,20000.0,,UNICEF,Free,21.0,Motorized Pump,"(-22.07146773101604, 23.408736614653094)",Not Functioning
WP3946,Well,Contaminated,,26000.0,,Red Cross,Free,,Motorized Pump,"(-20.164263321920675, 19.619210826995776)",Not Functioning
WP3947,Well,Clean,43.0,24000.0,1996.0,UNICEF,Free,28.0,Motorized Pump,,Functioning
,,Contaminated,34.0,24000.0,2019.0,UNICEF,Free,5.0,Solar Pump,"(-23.674036479759216, 25.984562042019082)",Not Functioning
,,Contaminated,45.0,26000.0,1990.0,Red Cross,,34.0,Hand Pump,"(-21.541903019164018, 24.965720933168026)",Not Functioning
WP3950,Well,Contaminated,,25000.0,2018.0,Red Cross,Free,6.0,Motorized Pump,"(-19.11935540277138, 24.960659508703355)",
,Well,Contaminated,,21000.0,2000.0,,Free,24.0,Solar Pump,"(-19.575836140134456, 20.99109564873909)",Not Functioning
WP3952,Well,,,24000.0,1993.0,Oxfam,Free,31.0,,"(-23.96750848250305, 25.220141086446677)",Functioning
WP3953,River,Contaminated,50.0,23000.0,1996.0,Red Cross,Free,28.0,Solar Pump,"(-18.61054334738897, 27.831678898767038)",Not Functioning
,Well,Contaminated,31.0,20000.0,2016.0,Red Cross,Free,8.0,Motorized Pump,"(-23.82089372109005, 22.28410617581121)",Functioning
WP3955,Well,Contaminated,,28000.0,1992.0,UNICEF,Free,32.0,Solar Pump,,Not Functioning
WP3956,Well,Contaminated,37.0,29000.0,2007.0,USAID,Free,17.0,Motorized Pump,"(-23.942146313980356, 24.55568187488057)",Not Functioning
WP3957,Borehole,Clean,53.0,25000.0,,Red Cross,Pay per use,28.0,,"(-18.330630327818415, 24.832093360757945)",Not Functioning
,Lake,Contaminated,33.0,24000.0,2011.0,USAID,,13.0,Motorized Pump,"(-20.114225720513655, 25.255675706091488)",Not Functioning
WP3959,,Clean,40.0,27000.0,2020.0,Red Cross,Pay per use,4.0,,,Not Functioning
WP3960,Well,Clean,,21000.0,2013.0,,Free,11.0,Motorized Pump,"(-19.127120085495495, 25.998736076724043)",
,Well,,46.0,21000.0,2002.0,Red Cross,Free,22.0,Solar Pump,"(-17.64264730516415, 27.985878613785374)",Not Functioning
WP3962,Well,Clean,41.0,,2016.0,,,,Motorized Pump,,Not Functioning
WP3963,Borehole,Contaminated,46.0,,2006.0,UNICEF,Pay per use,18.0,Solar Pump,"(-23.62286876963471, 21.660608073118496)",
WP3964,Well,Clean,54.0,26000.0,1992.0,USAID,Free,32.0,Motorized Pump,"(-22.87313772698826, 21.965188736530113)",Not Functioning
WP3965,Well,Contaminated,,28000.0,1996.0,UNICEF,Free,28.0,Motorized Pump,"(-18.845687242509374, 26.40470108007792)",
,Lake,Clean,,21000.0,2008.0,,,,Motorized Pump,"(-19.924207734205325, 27.041329257018653)",Not Functioning
WP3967,Well,Contaminated,33.0,,2016.0,Oxfam,Free,,Motorized Pump,"(-20.964329520502346, 26.8779840554067)",Not Functioning
,Well,Contaminated,40.0,26000.0,2013.0,Red Cross,Free,11.0,,"(-23.169786301183365, 25.265891182593556)",Not Functioning
WP3969,,Contaminated,46.0,26000.0,2018.0,Oxfam,Free,,Solar Pump,"(-21.368116823876306, 24.73524353081212)",Not Functioning
WP3970,Lake,Contaminated,49.0,23000.0,2015.0,Red Cross,Free,9.0,Solar Pump,"(-20.53296650560877, 25.945849456893455)",Not Functioning
WP3971,,Clean,40.0,28000.0,1995.0,USAID,,29.0,Motorized Pump,"(-23.201440932814023, 25.758735711414957)",Not Functioning
WP3972,Well,Contaminated,40.0,22000.0,1994.0,USAID,Free,30.0,Solar Pump,"(-21.453483380521167, 19.333216443398303)",Not Functioning
WP3973,Well,Contaminated,,23000.0,2011.0,Red Cross,Free,13.0,Motorized Pump,"(-19.01817457980141, 24.18196201233771)",Not Functioning
WP3974,Lake,Clean,49.0,21000.0,1998.0,Red Cross,Pay per use,26.0,Motorized Pump,"(-19.58908560322855, 24.084480959954927)",Not Functioning
WP3975,Well,Contaminated,37.0,23000.0,2011.0,USAID,Pay per use,13.0,Motorized Pump,"(-19.43031239612359, 24.133811889998146)",Functioning
WP3976,Well,Contaminated,43.0,27000.0,2009.0,Red Cross,Free,15.0,Solar Pump,"(-18.32092074437406, 24.34903414073998)",Not Functioning
WP3977,Lake,Contaminated,44.0,20000.0,2013.0,UNICEF,Free,11.0,Motorized Pump,"(-18.251171726079836, 28.570162287061855)",Not Functioning
WP3978,,,29.0,27000.0,2001.0,USAID,Free,,Motorized Pump,"(-22.495257700655323, 21.1241562756166)",Not Functioning
WP3979,,,29.0,23000.0,2015.0,,Pay per use,9.0,Solar Pump,"(-22.89038217900637, 24.20072964344192)",Not Functioning
WP3980,Well,Contaminated,38.0,25000.0,1991.0,UNICEF,Pay per use,33.0,Hand Pump,"(-22.07621440570693, 20.08985136943614)",Functioning
WP3981,Lake,Contaminated,35.0,22000.0,2008.0,Red Cross,Free,,Motorized Pump,"(-22.3081264038206, 25.968041272018603)",Not Functioning
,Well,Contaminated,40.0,26000.0,,Red Cross,Free,28.0,Hand Pump,"(-22.22457435435188, 20.733484590449265)",Functioning
WP3983,Well,Clean,,25000.0,,USAID,Free,,Motorized Pump,"(-21.605316386234925, 21.76090892935769)",Not Functioning
WP3984,Well,Clean,44.0,22000.0,,Red Cross,,23.0,Motorized Pump,"(-19.995562250216516, 26.170707336847652)",Not Functioning
WP3985,Well,Contaminated,44.0,27000.0,1992.0,,Pay per use,32.0,Solar Pump,"(-20.530845193545673, 26.750480667618987)",Not Functioning
WP3986,,Contaminated,46.0,,1998.0,,Free,,Solar Pump,"(-18.348494892829873, 24.290857177742463)",Not Functioning
WP3987,,Clean,,21000.0,2005.0,USAID,Free,19.0,Hand Pump,"(-23.207381500988994, 21.130583680483603)",Not Functioning
WP3988,Well,Contaminated,36.0,25000.0,2007.0,Red Cross,Pay per use,17.0,Hand Pump,"(-20.629379191319753, 26.882923046900846)",Functioning
WP3989,Well,Contaminated,34.0,22000.0,2006.0,Oxfam,Free,18.0,Motorized Pump,,Functioning
WP3990,,Contaminated,,27000.0,1996.0,USAID,Free,28.0,Motorized Pump,"(-18.594496415512594, 26.5169399380537)",Functioning
WP3991,,Contaminated,,,2000.0,UNICEF,Free,,Hand Pump,"(-22.860519544229824, 22.65819691595428)",Functioning
WP3992,Lake,Contaminated,,26000.0,2005.0,,Pay per use,19.0,Hand Pump,,Not Functioning
WP3993,Well,Clean,44.0,21000.0,1995.0,Red Cross,Free,,Motorized Pump,"(-23.354518361065896, 23.326181745877008)",Not Functioning
WP3994,Lake,Clean,36.0,23000.0,2006.0,Red Cross,Pay per use,18.0,,"(-19.69437784636119, 26.097430132662883)",Not Functioning
WP3995,Borehole,Contaminated,37.0,20000.0,1998.0,USAID,Pay per use,26.0,Motorized Pump,"(-20.78839524314706, 25.831401848819077)",Not Functioning
WP3996,Well,Contaminated,38.0,22000.0,,Red Cross,Free,20.0,Solar Pump,"(-22.422775073012268, 23.961502505788427)",Not Functioning
WP3997,Lake,Contaminated,40.0,24000.0,2020.0,,Pay per use,4.0,Motorized Pump,"(-18.675515871755415, 27.407484361004098)",Not Functioning
WP3998,River,Contaminated,33.0,24000.0,2002.0,Oxfam,Free,22.0,Motorized Pump,"(-22.823230968620727, 21.874182770465552)",Not Functioning
WP3999,Well,,47.0,21000.0,1993.0,Red Cross,Free,31.0,Hand Pump,"(-21.9810159950334, 21.838170512223822)",Functioning
WP4000,Well,Contaminated,50.0,22000.0,2011.0,,Free,13.0,,"(-19.329136340212514, 27.321765976073827)",Not Functioning
WP4001,Lake,,31.0,21000.0,1994.0,Red Cross,Free,30.0,Solar Pump,"(-18.578144492026816, 27.414148245644245)",Not Functioning
WP4002,Borehole,Contaminated,40.0,22000.0,2012.0,USAID,Pay per use,12.0,Solar Pump,"(-17.836910172968743, 28.849935934326826)",Not Functioning
WP4003,Well,Contaminated,41.0,26000.0,,World Bank,Free,29.0,Motorized Pump,"(-22.379813060033076, 21.267808203657566)",Not Functioning
WP4004,Well,Contaminated,27.0,23000.0,2011.0,Oxfam,Pay per use,13.0,Solar Pump,"(-20.976116856510856, 22.008382513659537)",Not Functioning
WP4005,Well,Clean,33.0,22000.0,2011.0,UNICEF,Free,,Motorized Pump,"(-21.67964610732305, 26.79746241075772)",Not Functioning
WP4006,Well,Contaminated,37.0,24000.0,2007.0,Red Cross,Free,17.0,Motorized Pump,,Not Functioning
WP4007,Lake,Clean,,21000.0,2014.0,Red Cross,Free,10.0,,"(-18.13211450293789, 26.660730670084615)",Not Functioning
WP4008,,Contaminated,34.0,24000.0,,Red Cross,Free,4.0,Motorized Pump,"(-20.573139458025143, 22.15029015533157)",Not Functioning
WP4009,,Clean,32.0,22000.0,1991.0,UNICEF,Free,33.0,Motorized Pump,"(-20.025972116345535, 19.049487232147982)",Not Functioning
WP4010,Well,Clean,34.0,23000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,"(-21.020759548277418, 21.436177740753457)",Not Functioning
WP4011,Well,Contaminated,,23000.0,2008.0,Oxfam,Free,16.0,Motorized Pump,"(-22.892946349075217, 27.49028037308227)",Functioning
WP4012,River,Contaminated,35.0,22000.0,2020.0,Oxfam,Free,4.0,Solar Pump,"(-18.67817725225324, 25.675885026461764)",Not Functioning
WP4013,Well,Contaminated,46.0,26000.0,1993.0,,Free,31.0,Motorized Pump,"(-20.855563453524123, 27.753753942882234)",
WP4014,Well,Clean,37.0,20000.0,1994.0,Red Cross,Pay per use,30.0,Solar Pump,"(-21.407536287083026, 20.021022557944)",Not Functioning
WP4015,Well,Contaminated,40.0,23000.0,2006.0,UNICEF,Pay per use,18.0,Motorized Pump,"(-21.272782397816453, 19.005044222521093)",Not Functioning
WP4016,Well,Clean,41.0,,1998.0,Red Cross,Pay per use,,Solar Pump,"(-18.18756964507678, 24.119566053345608)",Not Functioning
WP4017,Well,Contaminated,40.0,,2013.0,Oxfam,Free,,,,Not Functioning
,Well,Contaminated,33.0,29000.0,2019.0,Oxfam,Free,5.0,Motorized Pump,"(-21.746623718259197, 25.287021454327817)",Not Functioning
WP4019,Well,Contaminated,52.0,27000.0,2014.0,Red Cross,Free,10.0,Motorized Pump,"(-21.783046984876602, 19.010657186976673)",Functioning
WP4020,,Clean,44.0,25000.0,2004.0,,Free,,Motorized Pump,,Not Functioning
WP4021,Well,Contaminated,39.0,22000.0,2001.0,Red Cross,Pay per use,23.0,Motorized Pump,"(-22.88138281696494, 24.797183220070252)",Functioning
,,Contaminated,,,2004.0,Red Cross,Free,20.0,,"(-20.75111173231736, 22.713659520062368)",Not Functioning
WP4023,Well,,39.0,26000.0,1996.0,Oxfam,Free,28.0,Motorized Pump,"(-23.26820800390346, 24.24168472783346)",Not Functioning
WP4024,Well,Contaminated,35.0,21000.0,2008.0,Oxfam,Free,16.0,Motorized Pump,"(-19.133053253656367, 24.101408559557736)",Not Functioning
,Well,Clean,,24000.0,2018.0,Red Cross,Pay per use,6.0,Solar Pump,"(-18.432838004729284, 25.41314468745318)",Not Functioning
WP4026,Well,Contaminated,,,2000.0,USAID,Pay per use,24.0,Solar Pump,"(-21.72866037007482, 25.52733473263028)",Not Functioning
WP4027,Well,Contaminated,41.0,26000.0,,Red Cross,,17.0,Solar Pump,"(-19.311221638450668, 28.5288407516652)",
WP4028,Well,Contaminated,51.0,26000.0,2007.0,Red Cross,Free,,Motorized Pump,"(-18.215494313173664, 24.620634468958727)",Functioning
WP4029,Lake,,33.0,24000.0,2001.0,Red Cross,Pay per use,23.0,Solar Pump,,Not Functioning
WP4030,Well,Contaminated,,21000.0,2011.0,USAID,,13.0,,"(-18.531034349468047, 26.370571001672097)",Not Functioning
WP4031,Well,Contaminated,38.0,27000.0,2008.0,Red Cross,Free,16.0,Hand Pump,"(-21.88962599631341, 25.420844704265495)",Functioning
WP4032,,Contaminated,43.0,28000.0,1998.0,,Free,26.0,Hand Pump,"(-23.788195875829306, 20.700141081297904)",Not Functioning
,Well,Contaminated,41.0,19000.0,2009.0,USAID,Pay per use,15.0,Motorized Pump,"(-22.66126157308722, 25.362476489649875)",Functioning
WP4034,Borehole,Clean,,26000.0,1999.0,Red Cross,Pay per use,,Motorized Pump,"(-20.975844315984066, 22.135167550239945)",Not Functioning
WP4035,Lake,Contaminated,42.0,,2014.0,Red Cross,Free,,Motorized Pump,"(-19.94491452987386, 27.76527627375216)",Not Functioning
WP4036,Well,Clean,40.0,27000.0,1997.0,Red Cross,Pay per use,27.0,Hand Pump,"(-20.612555029109572, 19.712535784064595)",Not Functioning
,Borehole,Clean,54.0,23000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-20.548171336900246, 21.12453339017715)",Functioning
,Borehole,Contaminated,44.0,27000.0,1997.0,UNICEF,Free,27.0,Solar Pump,"(-18.088236669704315, 25.20938090139591)",Not Functioning
WP4039,,Contaminated,40.0,23000.0,2018.0,,Free,6.0,Motorized Pump,"(-19.36349533853076, 27.28421479718174)",Not Functioning
WP4040,Well,Contaminated,36.0,,2010.0,Red Cross,Free,14.0,,"(-18.71087595780353, 26.895822934266004)",Functioning
